msno,msno_predict_1
CotGqLHYz9MlNSOcYv6CcVJM42uXjFZn0/hjueA0GWA=,0.3990828852978646
DBBtOxsx4rfnDOulhnY2f4nN8ivKUIuSBHt2QDFoMTo=,0.5556122034771219
DH5cr/AvH3SrnZ/TxAiLCVVvgL6IedxgA0FUkIHbr4o=,0.5033680512073249
Di8Rgv2pqR1Tn5ViSgKfXkQhcUhnu05ij/H/3/Lo7aw=,0.399609782265293
DnP07iXabpN2R1CZ84USFlAN4GZt4sfOvNfXMvnLFTg=,0.6527564601615579
DwPLQqV1Hhyn940vMhwOfIjwONSAuPrLgV2cNB5SCZk=,0.45422312207884746
EDTw5FRRQJgzMElwBkOM5vozxSM5ZM4ULqayp5MeGyM=,0.3814662416019693
EOnxgTEkGD8+iwUL6wwupUYgAyvTQ5K4I0DINLh/jVk=,0.542761235148524
FK8l+ic+wEZYlOmcua8fyTiupdSUCWkBCcEFmzlmWkE=,0.40110576416032073
G7EonoojBt01uBPDIKmZw6mzxfoAM3Gz93G1QUyhKYU=,0.5194572350769332
GNKYFcg5MtyjN3vo9dV+iFLMzNRrbWCVg9CzbREdyyE=,0.5556555251005072
GgSDXoC9/naoMzjpXZCndG/3Q5cZIOn/fKzXx/nmaf4=,0.3388940008961801
IL4vj2NsWpR3nlgenbRIOi4Guyr9I8xSVlGojF3Xp7U=,0.44264507746678977
Ie2BCZIizsTB6SqX4Un+THfl6SYkql/zGg9rhjPiv5I=,0.5249547455250368
IqTyJXZ+F4E4NLZRFEbF68Co51U5HIR9PNp2ytE1lfI=,0.381442824382345
IujrTnkkqzOT8OuB5A/AY5lToiDhbLTetMcG4pDey14=,0.34027411830576354
KJBxs48mU7ItN8GPJhvPKeuFnvvqk6A9wIiRBc4rn6o=,0.3423959278688928
KozMWbVYhlhQw9WgZnveQ3euHGWDT/S7+D7UQpiiueI=,0.49988073796164206
LmqMM5snjosdN80So+/yza7QwNOA7iaaj7L0ry1afNw=,0.671385619548477
M3nDu8l0pZmJBp8/Znb8JwG3b/csryYEgDSL38WUZzs=,0.3868254811981026
MCmkCY0A7mQ9Bnam/Ln/bGhVzoyqai1eQ8TcugeH0PI=,0.4612219608715096
MNHN3jucJlRuvSsNMgn3HqMiwysh/FtuEZ8cC4BbnMo=,0.5992973108139511
MZhxVWPv8mvF0ot40VeQBZuXQNe39npCpe+xTB0ooTU=,0.41442524538480974
OI+HnmvSQpJqm0WT9LXsNNpV8WcQgjyRd0QInLn7bzI=,0.5296557016630888
OLdMb3KYTCwwycEYs3VXui+RD40R3IssuL6ZYFs+ZCg=,0.3907237247873834
PL7OSSEBTQJzmQueF4U8CFa3wVVjpssAE8glGxywIvY=,0.3998597085379181
QwNcdbjpYp86IrSVr1/WsGzB+iR2wxTbubaTLfirORU=,0.5323819389938177
Rlc43x6gisAI44dnA+pYPIwz/eOEfI5goWff5C6yXLo=,0.42319594855258313
SaYGl7KphMY+t7V6T4qaZuuBw5cHaf47Hs/7KqMFX74=,0.3777600958383068
Sjot2LXoUJsY6gEhcd+lhVAorwEhDvZY03LYuGQKT04=,0.5184256854222996
UAj/W0LyKhuHK7YFh5yTntKd/N0Rf14wU/8+0c108/g=,0.6657446511008261
VMn4RIfwYGqgC8Cxq39kaOLVGiR6T9+almmLGooO7Uk=,0.6453909658959311
VNBKSYAB2rPCwRr9qF7k2DWahB5a7/vUOnCjdMNKQ4E=,0.5114724333607299
VdzWcfL+KZNDQivrWwOyX9s9KdWGZtur0rDczu+dzEc=,0.5372207948223902
W/XJoNiZYIZ/q6IGD2h8V2TBDx8nfM4cubHq4od6psg=,0.37877739958941337
W72vyhre+KRjBx+a6rtUy144vJRxzET3/N21DPtctk0=,0.7380362313635039
X9oY/PaFSSHUry1hcOZtZezLTv9lQmd1KZNqCY0IWQM=,0.4180189520356863
XFz2RiU79Tvc4UN4V/U/SmZXMfIC/+e7UJlWQOZiDO0=,0.5212017202195922
XG94b7Z71+NFCpZqbTlmqBUxmhCr8lmt49Nu47eKn48=,0.5164811538784052
XilarfOAeZhWvZx/CB1VzbBexCn8Ntu0VqHAwMuOFsI=,0.38287216077443814
YE9Y+4lIgTf8u0ZXciNh9I7HTWODE2xMwHTcbMeVvaU=,0.4271903992506523
YKN2z6QT6EBSUdrDYskJcJUpdiZRqmk+hY7byggkLdk=,0.34294688465557693
YixsZrRe4oUmCajGkcr3DU++wvVkV4QHA3Iqi0ZSkKA=,0.5551525891767941
YnHxSzMpwtIDHC74NGF3taEyU4f+8iQwYqPVMCLHMtQ=,0.3476955684777696
Z7llAVobIg+tu/FACDq9MtYx68a9JTxoftMHnmKhCiU=,0.4172202079689303
ZSUrJrAs+d4KUOY41s1/y85G7DQaoH6av+GOLhuzmdw=,0.3462941144899593
aAfHEyX8xiEWCB35m569ovv+3K+uNW0hLeop+WwquME=,0.5386169288739671
aFKLvvAIDYmrCWTpTflGfNvoqsrkeklx5r9W8UVF2Lg=,0.6084901425144984
b98KgpX1+xrqXv5mY4IDufzB+D2zo9IFsoxThKBVGCw=,0.49570854859687286
bekDTXbRetl7HmpN/AMh8EehEgJU0r3vWjEu5p4MuOE=,0.5035402862289856
bpstNR5kycmQ2gwuVZ4TW1kJohgaOnvgYO5NIwi0Q2Y=,0.5330502364823219
buKhmin3ZO/WIqG2Tq27s5qzpz1rNuoXczuMA6Kj8hI=,0.503265684060989
cLfaPMLogNksvTU9fKoCYIqQkt4riTzbkq8nJcvhXCI=,0.3860932723055741
casq1cMNV9Z8UXuRAFXsNryjHnoGq89kPcIO2GCDlKM=,0.3431881691821256
cjrLqFlFZ5TlqIaiwzJMmde5o1nYKbNOGPA/FBR/rtU=,0.3454952187404478
ckGA5itNOxdmqUTRHXSXvbQ5yHaNT9k8Cwo+jHEi1Io=,0.7843443712598551
dLFvzIVbfES/pWPNYW4RP/NdP01kI3FGv/G2kpbO2sg=,0.5493984495135446
dVOzm+v8ZIaCNWDI0ALhA3e6eTYyrmlt/BYSusyqQY4=,0.3858019581476367
e0NWZVKxiCrgIX5Kov93nfWAprnMlL17hbwTt6C1BXw=,0.41730935331713126
eC6TxXAXAfQfZLSU6sYc9RB4+t0t1NSYFnv+TvB/Z8k=,0.4501420354132561
eNdl1lSMccUQJeKcnq6QkKl3xUK1jBO6ZBX9KEMwNDE=,0.5750084280345368
fFnfM1830s1XM/bvIIsIqTPteBc5wrIbmbjLCve9kic=,0.30736099310548726
fi5WXfjoyJsMd/+ZmziRLCKrUVmLEuUhMGVQRoiQ7ho=,0.3397466164577533
gdjzMp9h1TU6SITRDFo/Q6Hb5FI1EDc1TiW2f8ipZVM=,0.40785867276490584
ggmGLL46fDxO3+PKZMBI4Up4RNjU+aGGiBaYjmAw3I0=,0.4953588621106562
hAft8FlXwTMleR9BGs9wXYi7ru4cK2s7qq4/ot4ku6A=,0.44709185518374306
hrZ4czFfDOzIvdxg/IzDtcroFyncHblZhLa9wHXIMoM=,0.4660421057993514
iZHf9zAzsGB/w2OrHnXQQqyjc9ueQOKgRKWcWKnbLH0=,0.44297746934216553
id0akzedqqChMdwCykoDJkfLGHwWEKEyjEfCFE8esqw=,0.605618929705501
j++LtgsZHuZIYdUVrQm2h4aOm9qlGzxJeVPAtxbfQHg=,0.32600362910066033
j6QADhplT0KOWzO968DdX+135gVB4JxymTXhxM/kjRo=,0.3754940043087798
jdJAk1ldbv+15mziwsvfc4/Hoz7kdW9b8F7OvY1Hog8=,0.7488967974642786
k1WZlyY7X4kEsdnXhpU51Go5mxtlRrSZPQNnu2n5GfY=,0.407848098875336
kWBKVtgBPG/UEw6/j83QyhZ7QSn3sHajElqFWB23GL8=,0.6371198990634291
kqk9OlbJSjJnEfgQobjf0jYvZ4h3gDG4kxP9TLFvs8g=,0.5023154021364946
ksXpm8JfA5Zk5UVtHdevD/GbvZZV1OQu2TeyTmkgZfo=,0.47010085102417576
kz4BK1tzoIZqdVg7Fqfb5L90rvUs4PL09r6FKHGpzN0=,0.5551947433520502
l/NRDXguqoVj76GonlKKa+tpa9wr93TMmGyxrG0sGmw=,0.4747481629417702
lBFt1v9XXYrZZkRgT45tZH4Dx0VPgQK9iFfd4vyguU0=,0.6261014519881045
lTH2ZiO9pWtl+wIHYL96ZASBpye5p+a7WsuEOeE6BmE=,0.6422347012078777
lntZQMImhHWnY8SKbqeiVfc4T152xUI0+C9bHrsQM/E=,0.45834123728014303
lrOA8Iuli9D6XZzHe4A5T6hbHjnbW7zKh3U7oIwFOT8=,0.5104597587623486
moIHqRUFtAPimkAIxaeRYviIf4ooqDLT7Ura5FVh2ok=,0.5506360954009843
n6D/DnA0LcXY617GOshjkD3t+hz6hkX91nF7N0GzMd0=,0.5869047978890367
nW4Z8C7wPiWP3B7FExlcAUj4DaOqPiTGlLXEeYNKnnw=,0.3424204862526819
neFwmsJ6m8Kbhy1tMbOS0XtlYGJtZ3B8YvSyCOJUxiQ=,0.3175638298438469
ob9arBd8ONYEjPC38qNvZOkGM919tWYmI2b4vqxb6lc=,0.39874521002679714
otI1Y2fNb+nK1Nvsx6XAoyeTAhT+KME09V78HnxbOIE=,0.5419572309953798
ovtpki1F9heuyHiHGjCg9QaqquJ6IAyoZ8uBGelc8Nc=,0.45669970390437786
p4dRn1l4uA/6LaLruxmOlRn7+Ye8/WJoDNw9orTotRA=,0.4194641953443377
pg9WkWz5IEKPczOKfrVrbhx0ahjYvx2UPs75jNk9zJU=,0.4793026258502696
qGRsdEWfaMQI/MWomh4DvPy09deph+fYFfHZ3ngk+4U=,0.36462666090561613
qSHPquNPgIst+r678V8bA8LuxzIsXh/T71sGC4PzJbo=,0.34278381113266404
qtk3BEokfIU9aWrPHUDlsTkqYjyUJlirMhlfX/GKhUs=,0.3831039069590133
r+Q83KVXxU88ECjkUh0jQMehbGDIbzYjWhMaOT0goGU=,0.5217390662283636
rCi0/dvWDGri/lFM+8rt2Av/akDg9giqV2PlWGPmZuk=,0.4124422397245039
rZ2O0N/MYGGcIMpyeHUzdfiuIPKsrgTic2NyF4BtO4Q=,0.649275561386252
s1M0BvMXS8XYWTp0EpsugSd1EooiYp/hkHqZUpYGvBM=,0.337366355244974
sznzRCzDujeV4cKlPGZUGcekZp7usdIMu6eqXGsEUQA=,0.45227875479707663
t7JT5bkcKtg9EjlBV0IfBu815PUD8UMI+Cua+sfexDg=,0.6471584656887142
tFJKWFzKDr58oXdrwAnDgxeZ5uLPD+xEShBeFPMQvcw=,0.3397272949446099
tUx9SAqW0wv/FRE+qzLMSFn+BmXCwJALdh6SzNjSJ90=,0.5063289978216496
td/+NF20DoQmUfC9NuCDfWb76vf/UtofF8MrBhxsIHQ=,0.3727945443448493
u5m0OkKR7B+OhlW6IRuXZtdzJSBsn5ZDXjyOkghKOa8=,0.34209740480323214
vNAToEVkFCLM86Lo7AMzMSC4Or3s24iXj//M9yUWtVk=,0.5031780097072397
vb2J2H2GlF6ensG79o/Gdnku4AqJ4OyBdvDzRrjgnd8=,0.6735725334280765
vbDNUcCcG2HBnPSLii4m8m0jC0N22RE+egdCF5VGHIw=,0.3506806269641555
w+ys/FVA5rCumAwlffsjd6Yp6e5kFwCQAx+qfkyX1K8=,0.7118480723875666
wH3616/vicwEiDu/Vm03JkLdNIB7qyHzfXCJ0RY59i8=,0.42764825752846175
wH5wHiBjt0Po5XiZJbu99ia/2XbqSbrWOLEHE954RUg=,0.6264510607567458
wdzkVQxVghvIF/mTkbq7RLt8trJuzxP0OZlsYGj7HCk=,0.4979017929300262
xbfTEr6LnxXeIBb5yT8p6hLmDyyVb4K/UgddZfqjK/Q=,0.5566046353949702
xgDlRWiTKtVOlMyJ+Q6iJ5BZerv3Q/ahx50WbfYgWkU=,0.5003328721471951
y6xsk5xBgQLd28e6HZzhw51JhwxL3M4axvgsEExushc=,0.3431881691821256
yVZUBQL9It5STse3ZbZsuIw+74GBg43Hi2tLnlqcUak=,0.5033680512073249
zb19DXiSE6esTmw/hAoQ71dSl/xhz7VYune8t5iHVdI=,0.5292489909833009
zjfAhNZM0Lq+SaHPbfVCJuXxWj86jeMAsC745w9cJ6k=,0.48065648486202717
zsrgqKlUmqEFaY1CXzv3r5fzxtWC+2m4S5mzd8H3yn0=,0.3425622520645016
+WK2956fn7pfsirAzQwrNYjHpiO4dxEXqSxttcm6O1k=,0.5305110523597968
+ejcpxPJ+73LkOSUf3vG5M6vYcpeZZmiAe3L5sg8Zwk=,0.522590831234004
/+u+unwRUt/Y82NQdDjgfsjH8J6gfQ6LcminYfthxIQ=,0.34218907995588066
/CZyFiG0UOVRmQfBRZZITxZUNkprZJ3escped+LpKkg=,0.6008318496620566
/FprtuHWTmxwTrTEPX4Ux/6KMK2ULcKkGoj31BBWvtI=,0.4964100906951926
/pAXV1H/WE1UV94AmwqPETW3jIJ+uPsj3heSFUp8RyU=,0.47860932397191436
04WZUDbGT5CoQxA4Xs04JszqPWBSiEfx1QhfTVPAA2Y=,0.41453812599384354
0WnttJvJKiuqiw2AvBEhiCHTWGmYt7FI28RBU9nYYjk=,0.3431881691821256
1Un9KAPGf04JS4CiJSs/1CUXsqPj7AXLPfmhvpG8E20=,0.6713740960608032
1VBqJPhvuCQBmnykSK6QaNB0yWWgwPtd5Gl0om4FWQQ=,0.37201505522991024
26o8iyP2cLoqG3UZPi2zzgPkGE/y+rmAncNyShy+WX8=,0.5075055328550988
2BA09f74TM5wuFl9XlwLkzHu3AoeHd8L9/nfEKsLyWo=,0.4527651962438682
2E3H0gepuPEqZmq6NyU8qn2BsRkymUxE0AGlGUEDZZA=,0.35847732131871074
2UXW4gKMyT/JrpItED8ZXoYEaxZaEonn7v1G4KAhvnI=,0.511162908918945
2gjbi9nT/lHSFgN/rADEinWSEn2PANgNWvZYqyu8nsc=,0.4251108240258703
3IMEuW/Xl6hjkMGubR+0FXko9H5lW5cpXcNlT3SLq0E=,0.3801644453224621
3VBkA5QPjg9yrXN/c9Q4ILVNAkY30PmSuEzZMgNEDiU=,0.5437422541451754
3gTaVxBLeVsmaMQ5H4Bgl74dVwie3kndlgDcDfeTplg=,0.3991448410279365
44yzzXGWNGOnqBbLO1qPclA4LAKxtSvT4gETZ6E04Ao=,0.38181297698049826
4muEQcKOs6ivoUXCV3txfzvtwcOYcKcvvCdfwl9Oqy8=,0.5200426894686162
5TDlBjEG6oqB6p0MUNdulGwPIJ+xs8YZBHr6Quewx1c=,0.41529500615301246
5gBXQ99Uru/jAknOaODMeiJ8YrHldA2vNdeSRg6ySVA=,0.4268069723614305
5pNSDMLdn0zYYeh4zwdiDQchqbpQ2xvacLL6LyqFMiQ=,0.5107634566389289
5qWV1NpPCOx/fNnhW0TnwSYQG8zZsNPOd+yJ9817lT0=,0.4284941595886736
5urlYlQ3G0MDj9ChVQj6ghmCEa1MLhyKJEDljMfx+SQ=,0.34246071398999933
675Emq6hNG/HDpLkl3gR2bCs/HnKPX13ZcdOhC3K5sU=,0.4536253259295369
6Ino9ogFVvjuSw7OgB9Hv/CO3cXGbyvUmtppoomwhCQ=,0.4888189814824508
6q0Z//PeR6moYHU5ltEoMJoiZO60VTwuIr4uFZC+PGc=,0.34160282254135305
7QkFTKeW8eCxDFCUI7pvkIB3Xq5tGjYmdgY0U4CDhP8=,0.3768975043786202
8KSge/FnLhzns9u71teWgFSuUXsGMkQMEGoJvODBfLA=,0.6463399488210266
8i2FHYdwZ0gwJVCBnRyjvZfV+dacQx0qT+AY+ZWQvGE=,0.5795792054859511
8sPWvEa6sqZilRh3Mnr5ueIigfqRkYQeFcXUVzyO5+8=,0.5412969182674325
A0I7Zfd+R6kIeJ6OUdWrpmVQCqjWKwpvggGdyDJbb2k=,0.5194462503139153
AEZNdJt0QGYpBlT97tdnNaNHW5SqpgJb70TFmeZBYbg=,0.4555235156596647
ALTN3Mgk+8xAZhNLQzj3vYlDdFkOnnU0akN2VoBQsUs=,0.5178051153074125
AVC9TuhGFXYlnrG/8M3OBCfcrsD8Lgt/MvJGdVex8rY=,0.6066712085441597
B03FouVNe9bYaHEI85VVO8Rz62dXHLO+aHvUayiWYEI=,0.4069238691532038
Bg3DUvVdYuGiedkNYFqrVQeggCWGDxn8TC16pyjB3ss=,0.49961631533146295
Cg2vIy90wCtgUM/YHbUFtGPtGL9XTCaIi+vzTaowkIQ=,0.3161237455107896
DuVqTeiJUbBq0mhcm4CWCSO4zydX+wlLc+tzDsIvZaU=,0.33655822637518557
EBQmL01CPoqKBZqx8jCaym2W0KeIPQ7IXwzyHdkS5KQ=,0.5215140112659806
EdcUp2JyxUkD1YUtsY/koZFXAk6i3HZQ8BrkbnaKKsQ=,0.29899471920894
EwaD5yuFiyTQJ92KdvT2TxDhZoKGcTAHxYPp1rtBz7w=,0.6161455375190091
FnrujU1+Kk2Ek5D9G3ZJFp0hHQbqzzuvRd4KOO1CP/g=,0.4054072785863284
Fz0me2HnohppjyCAyf9Vah5jv+lRO4yXW4k9ZnqRkuo=,0.6359268408176411
Geejho6PDCSIHmDeEthCwVbrfbv7+E3liNvUbm7VAAo=,0.570522497429155
GuMK9gcXglqNr83zo5Tfx1bQwsYqdDXa6n+y/575IPk=,0.38683466878896255
HLlolET7hEm7WY8au5x4zL0r9sJcY+I14aQyHuteiQc=,0.3477866227022513
HiNSeZUBewWtA4Cc/CjZmWdpgaHAOSOgpJgxRt5Q+UE=,0.43837612142874216
Hjaamz8gAiab26IZAxGJFR7YVexn2Mep9x+5gBV9i3g=,0.49915632400033844
I5/u6P9d6xf1I2pO+oSwRRLZAkaSVlJ6h4MA1f2DE5I=,0.40298902912554135
IvWbAj9m2NbtUDOCZ0ya4UhSAqS2tRZ4SnXNORzidUs=,0.3489330850059976
J7m5/Qx5YyRgx01nqLUHmH2EVxilK5VkEZjvMVqnSRs=,0.48111172249167555
JQtu7SG3MUQJhiNdGLArbr1XP/ZLbDQNJ1DKFXvqtjs=,0.6580332222163578
Je+AoNvumKGhERER3j1ZKUrLgUxnPHX70u/kxjrpWuw=,0.2082820063610221
Jwe8jv0HSA9rzlTMtnY4pwLQxkTVU/m+RO6svX0zANE=,0.3492751084195369
LoogaMWHdEXhrkcAeZObsW+diD6uTqlgQwNECX/4jfw=,0.3990337936174464
MEDvYZopRMxfN+xYm+bxdEZspeuz+p92QLiKsW8lIlE=,0.42712339940104116
Nt1QnN9ycRpJVYTNH/nbvPd4fyL4RfYKXhEvWV21pgk=,0.368301816363388
O18F2FJ3ndc0Dbb4SZRrdoI9xODS9Dkm+1y4xYf9VX0=,0.3593367545526431
O1u1arkJNUNQgN7SzU7aUic6zjw2Ou4GfTbz57cNr1o=,0.44756300482129774
OHSiZVlOfn/MTVPvy2Hzr4+fywAfq7kJyMg3WlrUb0w=,0.34298832327607737
ONWBlcwn9p/enyeuju2T/8E1lrBI+eqmCNboe0vbHAw=,0.66057694908089
OVRf21JNQthtWpYjHuKrYPKiOL0HO75WBWll04zgunw=,0.6699393043755689
OZeE8gB1FpQd3C43OYo4cGGSma7l/FQuPnWXc1Z0aFE=,0.5230313242499501
PDpPL5mXBmDMuFL5UqvMAILyyGhqA6vfxB0jTXjNhi4=,0.396899773431646
PvvCssyuwQKfQnTaePnxzk7lqESBJ3iY2yVSdbytxUk=,0.661739320881348
RRdutfnNQq2sR3URKxSUDOT1XQGTSEc4FW+fvgAs1W0=,0.5682023232277481
RZj4kdA5dFOS8uxqZnX3Yjoy4dmuI8Umm/x1V3+TYVQ=,0.4067387042124529
RoSfblbwJN/izEnFIVw8TgOpm8R/NEpUC84Oz/b32HQ=,0.4749181774561868
RzUk6ZJ18yFAYKm16Uj/8fSFV4u1VJWeO1k36Ep/xjI=,0.34292266201898824
Tb+3PUZuvRJXVsJGfsO/Wu6DW6rA8PyIbm9n8ntCus0=,0.5542934265469788
Tf1M99QVWz+ccJdzjakVmISnUMjHH+P5FDhXYUk5Qz0=,0.59938651998862
U491e4BWFE+GcQDCBdgmLI7feCBzAuup9B7Q9tlq/8s=,0.4677013108677707
ULFCBwCB3veLB3lxYxGs1VfUfLIntZ/ReGk7SKwWmWM=,0.3431881691821256
ULaS7iTeNVqlI45nQEFyye+QRhPy1TvABDDu8AXool0=,0.6608364861895129
UMbOR6o0alM2TggZbJ/nYhcRkjhVeJI9R6ELdDU1A8U=,0.4746223514741326
UTZc4e6hP4gF7wYtSxL0oYO0MqnsKOJsujbyU4hp+HA=,0.507508168705771
UjpzYg/rKLm8z6ntNM70aj4x5/oeifUSDRLWAalfTaA=,0.4704631982933092
VVuGdaa334kc2lcZ1JjNh6kNNOuek7mDwGA/trMOrlE=,0.6363332924042755
VkM0Vnt/Qi2jLjZJeOdF16QHvhEmm8CAHrRfC4wUq48=,0.3428015339841835
VtmUxGZF1qHs8ak2fJP0thMeRRGalVq6HFaykAHIN/8=,0.530303079465744
VyhYJyzwRz5BNmoBpjYYCbHO+DzspCjBTN/eWEffpQc=,0.339232682027677
WPm7upFy8b4XtGYhaoldnAQCUc/kESt9s4iYwg7xnWc=,0.7030560800651813
Wsg0tTif5izDl1m4Mbvmi6rUbs72dgkZkdWI2cvMr1o=,0.34219464179730374
XPGxI2PSsJZWrMFJjmufm+The70dZQK2gbVPKx1JnnU=,0.629444411241489
Xiv7XAYy237WAZ9wcGp+9OWr+nSxzrYpgC6Mfz9kNPI=,0.3917321262757047
Xoge88S/IJML8aR0qoZQK2uDHi+GNxLzAou8qLuppKA=,0.6387445750845632
YREJAAhF3zb4bG6FZEvvYWUHotUhPPjzjPfUZ1GBndg=,0.5402268328973538
YYdQJgjemCT/fAv8s+CwfmgDprAQOneJ2M2SdArq9V4=,0.3584680911894246
YhoFphWEXYtM6OHQnKDO57vjmdLCTx0mC3e74tyvOkA=,0.39211869549839806
Yk1O93idSmMqvO74O2Xij7bW0WMD+l+FxyVrL2+iOJs=,0.446502010974211
Z0Ddfa1rdIonx2mX9SYZW/g1MjwfibrP2Ndg4wpGb20=,0.32830813244225093
ZY8rgQzwpMlu5Y8V3wD3jVkjEMMr9LsOl2ucx1fYW/E=,0.4953138069502656
a4mzNlTfdUJKW7ppzseRILvyE0Ofcj8S5xjQaQvysGo=,0.5117664198704335
aDrGSG75Pw6tM0Q9bQXYKF1+d4+d2VLBNLc8VZ7w4Lg=,0.5692170448428714
asdHOV9wl11RBp0XrL5KRXMOxmA5BCzu7/QBfO0NTco=,0.3378345067935
bJpQbitKkMDHHPVWP+x0euyrqZizYhK3g5VxkQoNlJU=,0.7757258767287672
bQrARHQNZFAYH9J2XicyelQg7jSNJvMYJb5o5vFKimY=,0.43013635383034204
bgmNWL9dMW1fPKTsXR7M+0XtuLxm+BClWSYW5hcPmRs=,0.34173602404610176
biUoUC43JJXc43udzfHsskHMO9OWur8zpCg0nkL665I=,0.7275763130683667
cAv1e9xqiyB7sIdAEzQiHfL19BFwi3B34XbCVKjMnYo=,0.5505728051734476
cBT0mFe4knne5VgcBBUXMWU07N6W+XgtKEmvxFrTHYg=,0.6511115558343697
cUPummtQlCiDhATiTxrUiB6RZT+1uicCKNdZ9wytULA=,0.3430846272035656
cZL26Pm6LzdbzwqRrwfyrvC3XMoNqmTIHEgVsvr+sZI=,0.5705141989306493
cmGFhrs/3BM/495N5oEaSQV4WJu0GqWKqUrzwwt21P8=,0.40509063803597717
dLgA8FswkmkVGET8DKMRm1yjBBTX6X542yYhn7iyolE=,0.5076673516296472
dWmPVfPy3vDWDEPgfulkp+WVRtsLwBLMdxSiGYbQwyM=,0.4348618342425639
eNzlkQUf8ppmTcmBLbyiZs15QYjYfZrAZAduOlIRG6Y=,0.5324709540172783
ePAfXQjLUPn71x2Nr2WR1QF+CbsRqiIfJBSGscw8/GA=,0.4708934355644527
eS/5GnyaLs5vwEcg0jcNfqQrRh0pmYXwAMhlUVyzizE=,0.49596551231819297
ef58z9QZT7wWYXKQtum6dFRcEdJo3Vf2DsTUEcoWabM=,0.47266650507245317
f1IUSBMTy9I2wYipszx45Cztc8gDll40HkwoG2ENDr0=,0.5035402862289856
fsqNJRqo5wIUKujTN2W9m1N5c9fEBeFG5PWthZOaSDM=,0.33961107351067227
fwp43QoF/4okF2PFRl4TqDAWxWPyQOduc8R5970Dg98=,0.5038966308181971
g8ScQ4j/FiwcnAhBd3qpU0hs+aSjkVrrg0qRw7Ibdq8=,0.4653667269209884
gom65a1dZKvlju6YFEXmKMUf9auE+HFVTcdqEpxbhKk=,0.384090954540754
gqTxyxFsqZf4T352fr/oMOO1nTH/DkTFsPjI202ZqaM=,0.39483399777138567
